Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,AssignedName
1503960366,4/16/2016 5:00:00 AM,49,1,0.016667,12,Aarav
1503960366,4/16/2016 6:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/16/2016 7:00:00 AM,54,4,0.066667,101,Aarav
1503960366,4/16/2016 8:00:00 AM,62,9,0.15,175,Aarav
1503960366,4/16/2016 9:00:00 AM,124,38,0.633333,1181,Aarav
1503960366,4/16/2016 10:00:00 AM,110,14,0.233333,1295,Aarav
1503960366,4/16/2016 11:00:00 AM,147,30,0.5,2043,Aarav
1503960366,4/16/2016 12:00:00 PM,119,42,0.7,1513,Aarav
1503960366,4/16/2016 1:00:00 PM,214,90,1.5,3616,Aarav
1503960366,4/16/2016 2:00:00 PM,82,20,0.333333,580,Aarav
1503960366,4/16/2016 3:00:00 PM,51,0,0.0,0,Aarav
1503960366,4/16/2016 4:00:00 PM,54,2,0.033333,15,Aarav
1503960366,4/16/2016 5:00:00 PM,79,17,0.283333,380,Aarav
1503960366,4/16/2016 6:00:00 PM,65,10,0.166667,96,Aarav
1503960366,4/16/2016 7:00:00 PM,67,12,0.2,146,Aarav
1503960366,4/16/2016 8:00:00 PM,81,19,0.316667,385,Aarav
1503960366,4/16/2016 9:00:00 PM,75,13,0.216667,463,Aarav
1503960366,4/16/2016 10:00:00 PM,55,3,0.05,42,Aarav
1503960366,4/16/2016 11:00:00 PM,56,5,0.083333,92,Aarav
1503960366,4/17/2016 12:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/17/2016 1:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 2:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/17/2016 3:00:00 AM,49,1,0.016667,8,Aarav
1503960366,4/17/2016 4:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 5:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 6:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 7:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 8:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 9:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/17/2016 10:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/17/2016 11:00:00 AM,63,9,0.15,84,Aarav
1503960366,4/17/2016 12:00:00 PM,76,18,0.3,260,Aarav
1503960366,4/17/2016 1:00:00 PM,83,23,0.383333,402,Aarav
1503960366,4/17/2016 2:00:00 PM,69,10,0.166667,252,Aarav
1503960366,4/17/2016 3:00:00 PM,73,13,0.216667,191,Aarav
1503960366,4/17/2016 4:00:00 PM,57,2,0.033333,13,Aarav
1503960366,4/17/2016 5:00:00 PM,174,71,1.183333,2613,Aarav
1503960366,4/17/2016 6:00:00 PM,136,39,0.65,1616,Aarav
1503960366,4/17/2016 7:00:00 PM,95,24,0.4,754,Aarav
1503960366,4/17/2016 8:00:00 PM,191,87,1.45,2955,Aarav
1503960366,4/17/2016 9:00:00 PM,79,16,0.266667,487,Aarav
1503960366,4/17/2016 10:00:00 PM,58,5,0.083333,70,Aarav
1503960366,4/17/2016 11:00:00 PM,50,0,0.0,0,Aarav
1503960366,4/18/2016 12:00:00 AM,82,21,0.35,416,Aarav
1503960366,4/18/2016 1:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/18/2016 2:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 3:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 6:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 7:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 8:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/18/2016 9:00:00 AM,133,39,0.65,1688,Aarav
1503960366,4/18/2016 10:00:00 AM,81,17,0.283333,380,Aarav
1503960366,4/18/2016 11:00:00 AM,73,15,0.25,328,Aarav
1503960366,4/18/2016 12:00:00 PM,118,40,0.666667,1306,Aarav
1503960366,4/18/2016 1:00:00 PM,70,9,0.15,268,Aarav
1503960366,4/18/2016 2:00:00 PM,64,7,0.116667,137,Aarav
1503960366,4/18/2016 3:00:00 PM,80,14,0.233333,495,Aarav
1503960366,4/18/2016 4:00:00 PM,78,17,0.283333,277,Aarav
1503960366,4/18/2016 5:00:00 PM,79,18,0.3,304,Aarav
1503960366,4/18/2016 6:00:00 PM,234,114,1.9,4074,Aarav
1503960366,4/18/2016 7:00:00 PM,157,30,0.5,2101,Aarav
1503960366,4/18/2016 8:00:00 PM,57,2,0.033333,28,Aarav
1503960366,4/18/2016 9:00:00 PM,68,11,0.183333,187,Aarav
1503960366,4/18/2016 10:00:00 PM,86,19,0.316667,542,Aarav
1503960366,4/18/2016 11:00:00 PM,83,18,0.3,488,Aarav
1503960366,4/19/2016 12:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/19/2016 1:00:00 AM,49,1,0.016667,22,Aarav
1503960366,4/19/2016 2:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/19/2016 3:00:00 AM,50,2,0.033333,9,Aarav
1503960366,4/19/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/19/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/19/2016 6:00:00 AM,49,1,0.016667,7,Aarav
1503960366,4/19/2016 7:00:00 AM,75,19,0.316667,316,Aarav
1503960366,4/19/2016 8:00:00 AM,130,38,0.633333,1656,Aarav
1503960366,4/19/2016 9:00:00 AM,79,16,0.266667,367,Aarav
1503960366,4/19/2016 10:00:00 AM,75,16,0.266667,203,Aarav
1503960366,4/19/2016 11:00:00 AM,72,13,0.216667,194,Aarav
1503960366,4/19/2016 12:00:00 PM,143,61,1.016667,1887,Aarav
1503960366,4/19/2016 1:00:00 PM,171,65,1.083333,2697,Aarav
1503960366,4/19/2016 2:00:00 PM,76,12,0.2,409,Aarav
1503960366,4/19/2016 3:00:00 PM,72,12,0.2,299,Aarav
1503960366,4/19/2016 4:00:00 PM,71,9,0.15,297,Aarav
1503960366,4/19/2016 5:00:00 PM,90,13,0.216667,732,Aarav
1503960366,4/19/2016 6:00:00 PM,120,30,0.5,1280,Aarav
1503960366,4/19/2016 7:00:00 PM,93,31,0.516667,397,Aarav
1503960366,4/19/2016 8:00:00 PM,159,69,1.15,2487,Aarav
1503960366,4/19/2016 9:00:00 PM,94,16,0.266667,826,Aarav
1503960366,4/19/2016 10:00:00 PM,58,4,0.066667,52,Aarav
1503960366,4/19/2016 11:00:00 PM,120,48,0.8,1369,Aarav
1503960366,4/20/2016 12:00:00 AM,54,2,0.033333,16,Aarav
1503960366,4/20/2016 1:00:00 AM,53,2,0.033333,36,Aarav
1503960366,4/20/2016 2:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/20/2016 3:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/20/2016 4:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/20/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/20/2016 6:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/20/2016 7:00:00 AM,51,3,0.05,29,Aarav
1503960366,4/20/2016 8:00:00 AM,70,14,0.233333,264,Aarav
1503960366,4/20/2016 9:00:00 AM,144,50,0.833333,1993,Aarav
1503960366,4/20/2016 10:00:00 AM,79,13,0.216667,459,Aarav
1503960366,4/20/2016 11:00:00 AM,58,1,0.016667,65,Aarav
1503960366,4/20/2016 12:00:00 PM,64,8,0.133333,185,Aarav
1503960366,4/20/2016 1:00:00 PM,61,5,0.083333,64,Aarav
1503960366,4/20/2016 2:00:00 PM,113,39,0.65,1270,Aarav
1503960366,4/20/2016 3:00:00 PM,97,21,0.35,797,Aarav
1503960366,4/20/2016 4:00:00 PM,70,11,0.183333,261,Aarav
1503960366,4/20/2016 5:00:00 PM,57,2,0.033333,13,Aarav
1503960366,4/20/2016 6:00:00 PM,114,32,0.533333,1308,Aarav
1503960366,4/20/2016 7:00:00 PM,117,36,0.6,1558,Aarav
1503960366,4/20/2016 8:00:00 PM,80,12,0.2,499,Aarav
1503960366,4/20/2016 9:00:00 PM,83,22,0.366667,395,Aarav
1503960366,4/20/2016 10:00:00 PM,62,7,0.116667,77,Aarav
1503960366,4/20/2016 11:00:00 PM,120,33,0.55,1255,Aarav
1503960366,4/21/2016 12:00:00 AM,54,2,0.033333,17,Aarav
1503960366,4/21/2016 1:00:00 AM,61,8,0.133333,129,Aarav
1503960366,4/21/2016 2:00:00 AM,55,5,0.083333,81,Aarav
1503960366,4/21/2016 3:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/21/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/21/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/21/2016 6:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/21/2016 7:00:00 AM,52,3,0.05,38,Aarav
1503960366,4/21/2016 8:00:00 AM,71,15,0.25,245,Aarav
1503960366,4/21/2016 9:00:00 AM,133,26,0.433333,1672,Aarav
1503960366,4/21/2016 10:00:00 AM,77,16,0.266667,255,Aarav
1503960366,4/21/2016 11:00:00 AM,55,0,0.0,0,Aarav
1503960366,4/21/2016 12:00:00 PM,73,11,0.183333,384,Aarav
1503960366,4/21/2016 1:00:00 PM,113,25,0.416667,1140,Aarav
1503960366,4/21/2016 2:00:00 PM,58,2,0.033333,12,Aarav
1503960366,4/21/2016 3:00:00 PM,68,8,0.133333,213,Aarav
1503960366,4/21/2016 4:00:00 PM,60,4,0.066667,26,Aarav
1503960366,4/21/2016 5:00:00 PM,60,5,0.083333,96,Aarav
1503960366,4/21/2016 6:00:00 PM,69,9,0.15,213,Aarav
1503960366,4/21/2016 7:00:00 PM,64,8,0.133333,100,Aarav
1503960366,4/21/2016 8:00:00 PM,213,92,1.533333,3541,Aarav
1503960366,4/21/2016 9:00:00 PM,104,21,0.35,970,Aarav
1503960366,4/21/2016 10:00:00 PM,63,9,0.15,89,Aarav
1503960366,4/21/2016 11:00:00 PM,84,15,0.25,598,Aarav
1503960366,4/22/2016 12:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 1:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 2:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 3:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 6:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 7:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 8:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/22/2016 9:00:00 AM,65,13,0.216667,192,Aarav
1503960366,4/22/2016 10:00:00 AM,54,2,0.033333,29,Aarav
1503960366,4/22/2016 11:00:00 AM,102,34,0.566667,958,Aarav
1503960366,4/22/2016 12:00:00 PM,57,2,0.033333,38,Aarav
1503960366,4/22/2016 1:00:00 PM,60,4,0.066667,118,Aarav
1503960366,4/22/2016 2:00:00 PM,54,0,0.0,0,Aarav
1503960366,4/22/2016 3:00:00 PM,66,10,0.166667,180,Aarav
1503960366,4/22/2016 4:00:00 PM,58,4,0.066667,22,Aarav
1503960366,4/22/2016 5:00:00 PM,104,18,0.3,1041,Aarav
1503960366,4/22/2016 6:00:00 PM,87,23,0.383333,514,Aarav
1503960366,4/22/2016 7:00:00 PM,82,16,0.266667,629,Aarav
1503960366,4/22/2016 8:00:00 PM,71,13,0.216667,329,Aarav
1503960366,4/22/2016 9:00:00 PM,311,159,2.65,5934,Aarav
1503960366,4/22/2016 10:00:00 PM,95,30,0.5,855,Aarav
1503960366,4/22/2016 11:00:00 PM,136,54,0.9,1925,Aarav
1503960366,4/23/2016 12:00:00 AM,63,9,0.15,182,Aarav
1503960366,4/23/2016 1:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/23/2016 2:00:00 AM,49,1,0.016667,11,Aarav
1503960366,4/23/2016 3:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/23/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/23/2016 5:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/23/2016 6:00:00 AM,50,2,0.033333,12,Aarav
1503960366,4/23/2016 7:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/23/2016 8:00:00 AM,59,8,0.133333,127,Aarav
1503960366,4/23/2016 9:00:00 AM,75,17,0.283333,285,Aarav
1503960366,4/23/2016 10:00:00 AM,56,4,0.066667,49,Aarav
1503960366,4/23/2016 11:00:00 AM,84,11,0.183333,703,Aarav
1503960366,4/23/2016 12:00:00 PM,129,49,0.816667,1597,Aarav
1503960366,4/23/2016 1:00:00 PM,129,51,0.85,1453,Aarav
1503960366,4/23/2016 2:00:00 PM,78,20,0.333333,202,Aarav
1503960366,4/23/2016 3:00:00 PM,73,15,0.25,158,Aarav
1503960366,4/23/2016 4:00:00 PM,140,52,0.866667,2008,Aarav
1503960366,4/23/2016 5:00:00 PM,121,26,0.433333,1472,Aarav
1503960366,4/23/2016 6:00:00 PM,173,66,1.1,2569,Aarav
1503960366,4/23/2016 7:00:00 PM,51,2,0.033333,29,Aarav
1503960366,4/23/2016 8:00:00 PM,63,9,0.15,142,Aarav
1503960366,4/23/2016 9:00:00 PM,162,54,0.9,2432,Aarav
1503960366,4/23/2016 10:00:00 PM,96,25,0.416667,709,Aarav
1503960366,4/23/2016 11:00:00 PM,60,6,0.1,231,Aarav
1503960366,4/24/2016 12:00:00 AM,66,10,0.166667,141,Aarav
1503960366,4/24/2016 1:00:00 AM,54,2,0.033333,42,Aarav
1503960366,4/24/2016 2:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/24/2016 3:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/24/2016 4:00:00 AM,49,1,0.016667,8,Aarav
1503960366,4/24/2016 5:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/24/2016 6:00:00 AM,49,1,0.016667,7,Aarav
1503960366,4/24/2016 7:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/24/2016 8:00:00 AM,49,1,0.016667,8,Aarav
1503960366,4/24/2016 9:00:00 AM,59,8,0.133333,76,Aarav
1503960366,4/24/2016 10:00:00 AM,90,26,0.433333,492,Aarav
1503960366,4/24/2016 11:00:00 AM,67,12,0.2,149,Aarav
1503960366,4/24/2016 12:00:00 PM,82,12,0.2,548,Aarav
1503960366,4/24/2016 1:00:00 PM,74,12,0.2,394,Aarav
1503960366,4/24/2016 2:00:00 PM,52,1,0.016667,26,Aarav
1503960366,4/24/2016 3:00:00 PM,52,2,0.033333,27,Aarav
1503960366,4/24/2016 4:00:00 PM,102,29,0.483333,885,Aarav
1503960366,4/24/2016 5:00:00 PM,86,25,0.416667,411,Aarav
1503960366,4/24/2016 6:00:00 PM,115,40,0.666667,911,Aarav
1503960366,4/24/2016 7:00:00 PM,270,131,2.183333,4871,Aarav
1503960366,4/24/2016 8:00:00 PM,76,18,0.3,342,Aarav
1503960366,4/24/2016 9:00:00 PM,74,17,0.283333,244,Aarav
1503960366,4/24/2016 10:00:00 PM,61,7,0.116667,66,Aarav
1503960366,4/24/2016 11:00:00 PM,72,10,0.166667,391,Aarav
1503960366,4/25/2016 12:00:00 AM,62,8,0.133333,95,Aarav
1503960366,4/25/2016 1:00:00 AM,53,3,0.05,22,Aarav
1503960366,4/25/2016 2:00:00 AM,57,6,0.1,97,Aarav
1503960366,4/25/2016 3:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/25/2016 4:00:00 AM,50,2,0.033333,25,Aarav
1503960366,4/25/2016 5:00:00 AM,49,1,0.016667,4,Aarav
1503960366,4/25/2016 6:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/25/2016 7:00:00 AM,52,3,0.05,44,Aarav
1503960366,4/25/2016 8:00:00 AM,83,22,0.366667,426,Aarav
1503960366,4/25/2016 9:00:00 AM,146,46,0.766667,2041,Aarav
1503960366,4/25/2016 10:00:00 AM,73,12,0.2,258,Aarav
1503960366,4/25/2016 11:00:00 AM,121,24,0.4,1468,Aarav
1503960366,4/25/2016 12:00:00 PM,92,19,0.316667,707,Aarav
1503960366,4/25/2016 1:00:00 PM,75,13,0.216667,299,Aarav
1503960366,4/25/2016 2:00:00 PM,62,5,0.083333,94,Aarav
1503960366,4/25/2016 3:00:00 PM,76,13,0.216667,359,Aarav
1503960366,4/25/2016 4:00:00 PM,71,10,0.166667,263,Aarav
1503960366,4/25/2016 5:00:00 PM,67,8,0.133333,188,Aarav
1503960366,4/25/2016 6:00:00 PM,61,6,0.1,116,Aarav
1503960366,4/25/2016 7:00:00 PM,182,86,1.433333,2815,Aarav
1503960366,4/25/2016 8:00:00 PM,95,30,0.5,895,Aarav
1503960366,4/25/2016 9:00:00 PM,267,132,2.2,4895,Aarav
1503960366,4/25/2016 10:00:00 PM,68,11,0.183333,188,Aarav
1503960366,4/25/2016 11:00:00 PM,54,3,0.05,56,Aarav
1503960366,4/26/2016 12:00:00 AM,56,4,0.066667,101,Aarav
1503960366,4/26/2016 1:00:00 AM,66,11,0.183333,178,Aarav
1503960366,4/26/2016 2:00:00 AM,51,0,0.0,0,Aarav
1503960366,4/26/2016 3:00:00 AM,64,11,0.183333,145,Aarav
1503960366,4/26/2016 4:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/26/2016 5:00:00 AM,49,1,0.016667,7,Aarav
1503960366,4/26/2016 6:00:00 AM,48,0,0.0,0,Aarav
1503960366,4/26/2016 7:00:00 AM,52,3,0.05,28,Aarav
1503960366,4/26/2016 8:00:00 AM,67,13,0.216667,173,Aarav
1503960366,4/26/2016 9:00:00 AM,139,31,0.516667,1826,Aarav
1503960366,4/26/2016 10:00:00 AM,92,22,0.366667,666,Aarav
1503960366,4/26/2016 11:00:00 AM,78,17,0.283333,266,Aarav
1503960366,4/26/2016 12:00:00 PM,74,10,0.166667,415,Aarav
1503960366,4/26/2016 1:00:00 PM,126,42,0.7,1571,Aarav
1503960366,4/26/2016 2:00:00 PM,142,60,1.0,1998,Aarav
1503960366,4/26/2016 3:00:00 PM,74,9,0.15,323,Aarav
1503960366,4/26/2016 4:00:00 PM,93,22,0.366667,697,Aarav
1503960366,4/26/2016 5:00:00 PM,60,5,0.083333,143,Aarav
1503960366,4/26/2016 6:00:00 PM,169,72,1.2,2513,Aarav
1503960366,4/26/2016 7:00:00 PM,73,15,0.25,148,Aarav
1503960366,4/26/2016 8:00:00 PM,127,26,0.433333,1649,Aarav
1503960366,4/26/2016 9:00:00 PM,79,14,0.233333,450,Aarav
1503960366,4/26/2016 10:00:00 PM,66,9,0.15,148,Aarav
1503960366,4/26/2016 11:00:00 PM,80,21,0.35,310,Aarav
1503960366,4/27/2016 12:00:00 AM,68,10,0.166667,277,Aarav
1503960366,4/27/2016 1:00:00 AM,59,5,0.083333,60,Aarav
1503960366,4/27/2016 2:00:00 AM,53,2,0.033333,17,Aarav
1503960366,4/27/2016 3:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 4:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 5:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 6:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 7:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 8:00:00 AM,47,0,0.0,0,Aarav
1503960366,4/27/2016 9:00:00 AM,149,33,0.55,1916,Aarav
1503960366,4/27/2016 10:00:00 AM,93,27,0.45,502,Aarav
1503960366,4/27/2016 11:00:00 AM,100,23,0.383333,797,Aarav
1503960366,4/27/2016 12:00:00 PM,89,12,0.2,701,Aarav
1503960366,4/27/2016 1:00:00 PM,76,13,0.216667,319,Aarav
1503960366,4/27/2016 2:00:00 PM,150,35,0.583333,1932,Aarav
1503960366,4/27/2016 3:00:00 PM,63,6,0.1,59,Aarav
1503960366,4/27/2016 4:00:00 PM,64,7,0.116667,98,Aarav
1503960366,4/27/2016 5:00:00 PM,73,13,0.216667,261,Aarav
1503960366,4/27/2016 6:00:00 PM,178,73,1.216667,2714,Aarav
